251.772,251.737,251.711,251.705,251.695,251.741,251.647,251.623,251.703,251.723,251.729,251.683,251.671,251.609,251.709,251.769,251.673,251.642,251.668,251.7,251.724,251.698,251.682,251.625,251.679
251.657,251.686,251.701,251.67,251.583,251.515,251.517,251.592,251.636,251.587,251.491,251.512,251.52,251.721,251.727,251.611,251.46,251.552,251.688,251.593,251.461,251.533,251.606,251.756,251.669
251.771,251.736,251.71,251.704,251.698,251.743,251.646,251.622,251.702,251.722,251.732,251.689,251.672,251.616,251.714,251.775,251.684,251.648,251.667,251.699,251.723,251.7,251.681,251.624,251.678
251.674,251.587,251.529,251.512,251.532,251.632,251.352,251.286,251.5,251.562,251.612,251.519,251.43,251.351,251.582,251.751,251.538,251.41,251.42,251.498,251.542,251.513,251.449,251.316,251.461
251.674,251.591,251.533,251.515,251.534,251.632,251.356,251.286,251.503,251.562,251.612,251.519,251.434,251.353,251.584,251.755,251.539,251.414,251.416,251.501,251.546,251.517,251.452,251.322,251.457
251.656,251.686,251.7,251.674,251.587,251.515,251.52,251.59,251.638,251.587,251.495,251.504,251.523,251.72,251.726,251.614,251.457,251.555,251.688,251.593,251.469,251.532,251.617,251.762,251.671
251.491,251.549,251.579,251.557,251.368,251.198,251.348,251.458,251.477,251.343,251.186,251.25,251.351,251.62,251.62,251.415,251.18,251.411,251.557,251.356,251.155,251.248,251.477,251.74,251.54
251.741,251.49,251.302,251.335,251.191,251.567,251.657,251.708,251.618,251.482,251.543,251.657,251.694,251.557,250.774,250.774,251.727,251.58,251.533,251.55,251.668,251.701,251.527,251.076,251.057
251.637,251.554,251.458,251.456,251.484,251.591,251.238,251.198,251.438,251.476,251.565,251.451,251.337,251.212,251.563,251.764,251.477,251.316,251.318,251.41,251.497,251.464,251.354,251.189,251.37
251.476,251.535,251.567,251.544,251.37,251.185,251.321,251.444,251.463,251.332,251.173,251.236,251.338,251.608,251.607,251.402,251.139,251.398,251.544,251.357,251.156,251.221,251.437,251.729,251.527
251.477,251.535,251.567,251.544,251.37,251.182,251.324,251.444,251.463,251.328,251.176,251.236,251.339,251.608,251.607,251.402,251.139,251.399,251.545,251.357,251.156,251.224,251.437,251.729,251.527
251.738,251.484,251.296,251.306,251.167,251.569,251.652,251.701,251.604,251.464,251.548,251.668,251.694,251.562,250.763,250.76,251.726,251.586,251.532,251.548,251.653,251.697,251.526,251.087,251.062
251.455,251.519,251.537,251.516,251.337,251.153,251.307,251.423,251.439,251.299,251.13,251.185,251.303,251.596,251.593,251.355,251.111,251.372,251.525,251.321,251.101,251.174,251.455,251.728,251.508
251.613,251.523,251.449,251.405,251.435,251.556,251.184,251.126,251.377,251.461,251.52,251.401,251.292,251.205,251.58,251.761,251.433,251.285,251.284,251.381,251.453,251.422,251.313,251.164,251.342
251.456,251.52,251.534,251.512,251.337,251.153,251.308,251.424,251.44,251.296,251.126,251.185,251.304,251.597,251.594,251.352,251.108,251.373,251.526,251.322,251.101,251.171,251.456,251.729,251.509
251.724,251.432,251.241,251.265,251.126,251.537,251.605,251.685,251.607,251.479,251.508,251.684,251.699,251.509,250.661,250.676,251.673,251.537,251.517,251.547,251.678,251.673,251.447,251.054,250.976
251.727,251.441,251.257,251.29,251.15,251.54,251.607,251.691,251.613,251.48,251.506,251.685,251.705,251.52,250.663,250.677,251.676,251.54,251.523,251.548,251.68,251.671,251.458,251.06,250.978
251.728,251.397,251.203,251.337,251.183,251.567,251.605,251.694,251.608,251.43,251.467,251.653,251.703,251.51,250.349,250.358,251.721,251.526,251.473,251.489,251.675,251.698,251.399,250.856,250.702
251.718,251.376,251.197,251.332,251.169,251.548,251.6,251.69,251.593,251.406,251.473,251.679,251.715,251.469,250.368,250.407,251.697,251.527,251.473,251.497,251.669,251.678,251.403,250.898,250.747
251.515,251.403,251.308,251.21,251.262,251.415,250.967,250.877,251.219,251.312,251.397,251.23,251.098,250.976,251.524,251.719,251.257,251.074,251.122,251.255,251.298,251.256,251.132,250.97,251.207
251.544,251.44,251.354,251.275,251.315,251.468,251.048,250.947,251.281,251.363,251.444,251.287,251.174,251.074,251.547,251.739,251.307,251.143,251.178,251.3,251.352,251.301,251.191,251.048,251.263
251.513,251.401,251.306,251.212,251.261,251.409,250.957,250.881,251.223,251.311,251.396,251.228,251.097,250.968,251.523,251.718,251.259,251.074,251.112,251.254,251.296,251.25,251.132,250.972,251.197
251.287,251.351,251.392,251.377,251.08,250.875,251.099,251.256,251.264,251.122,250.879,250.902,251.109,251.456,251.448,251.149,250.865,251.194,251.373,251.081,250.785,250.939,251.317,251.655,251.291
251.7,251.354,251.147,251.299,251.124,251.523,251.596,251.649,251.576,251.382,251.438,251.665,251.701,251.434,250.265,250.292,251.675,251.481,251.464,251.464,251.648,251.643,251.337,250.87,250.692
251.492,251.34,251.214,251.165,251.15,251.279,250.834,250.824,251.216,251.154,251.236,251.067,251.07,250.924,251.452,251.627,251.116,250.985,251.124,251.152,251.107,251.094,251.087,250.797,251.126
251.292,251.385,251.426,251.391,251.091,250.832,251.085,251.254,251.242,251.115,250.856,250.871,251.039,251.474,251.492,251.183,250.846,251.153,251.365,251.092,250.776,250.892,251.316,251.667,251.396
251.689,251.312,251.134,251.301,251.08,251.49,251.586,251.664,251.581,251.33,251.392,251.658,251.693,251.459,250.176,250.207,251.661,251.509,251.444,251.424,251.636,251.643,251.316,250.833,250.647
251.689,251.293,251.118,251.3,251.078,251.495,251.586,251.664,251.581,251.326,251.4,251.657,251.693,251.458,250.168,250.212,251.66,251.508,251.447,251.416,251.636,251.642,251.296,250.835,250.646
251.498,251.36,251.236,251.174,251.183,251.314,250.785,250.835,251.224,251.2,251.249,251.054,251.076,250.941,251.478,251.626,251.082,250.961,251.135,251.172,251.153,251.106,251.107,250.787,251.105
251.492,251.345,251.219,251.166,251.16,251.28,250.834,250.825,251.216,251.169,251.247,251.062,251.07,250.928,251.459,251.633,251.121,250.985,251.124,251.146,251.111,251.105,251.092,250.792,251.127
251.498,251.36,251.236,251.174,251.183,251.315,250.798,250.836,251.224,251.2,251.254,251.061,251.077,250.941,251.478,251.631,251.095,250.969,251.135,251.172,251.154,251.112,251.108,250.794,251.113
251.663,251.284,251.109,251.264,251.082,251.46,251.564,251.654,251.571,251.291,251.343,251.646,251.681,251.432,249.7,249.703,251.587,251.497,251.43,251.387,251.579,251.591,251.255,250.679,250.301
251.737,251.422,251.146,251.307,251.213,251.604,251.656,251.643,251.572,251.472,251.526,251.726,251.733,251.535,250.332,250.363,251.782,251.575,251.357,251.535,251.746,251.741,251.369,250.796,250.79
251.498,251.364,251.222,251.155,251.195,251.331,250.848,250.801,251.221,251.217,251.293,251.089,251.061,250.932,251.481,251.658,251.157,250.986,251.127,251.168,251.16,251.151,251.111,250.806,251.125
251.146,251.166,251.286,251.251,250.944,250.713,250.998,251.097,251.13,250.923,250.7,250.758,250.973,251.298,251.28,250.968,250.631,251.045,251.253,250.927,250.565,250.777,251.189,251.565,251.079
251.14,251.178,251.279,251.245,250.93,250.725,250.992,251.077,251.124,250.943,250.72,250.77,250.968,251.284,251.26,250.988,250.669,251.031,251.245,250.908,250.603,250.789,251.183,251.557,251.066
251.14,251.178,251.279,251.245,250.932,250.725,250.992,251.08,251.124,250.944,250.72,250.77,250.968,251.286,251.264,250.988,250.669,251.033,251.245,250.912,250.603,250.789,251.183,251.557,251.072
251.261,251.36,251.401,251.367,251.043,250.792,251.018,251.219,251.205,251.074,250.8,250.812,250.983,251.447,251.459,251.136,250.807,251.105,251.332,251.048,250.717,250.826,251.282,251.647,251.374
251.649,251.241,251.072,251.269,251.089,251.458,251.547,251.643,251.564,251.299,251.351,251.636,251.676,251.413,249.902,249.935,251.606,251.492,251.418,251.378,251.582,251.594,251.281,250.714,250.444
251.233,251.335,251.376,251.343,250.96,250.722,251.003,251.179,251.153,251.02,250.794,250.785,250.904,251.423,251.411,251.117,250.793,251.037,251.296,250.988,250.691,250.773,251.236,251.624,251.343
251.192,251.294,251.338,251.306,250.909,250.658,250.912,251.095,251.099,250.96,250.741,250.769,250.803,251.383,251.311,251.091,250.753,250.973,251.228,250.917,250.669,250.689,251.189,251.594,251.297
251.649,251.226,251.061,251.268,251.089,251.458,251.547,251.639,251.564,251.299,251.351,251.636,251.676,251.408,249.901,249.935,251.605,251.492,251.417,251.374,251.584,251.594,251.28,250.71,250.443
251.615,251.222,251.055,251.241,251.043,251.395,251.454,251.639,251.535,251.241,251.284,251.59,251.661,251.385,249.794,249.884,251.573,251.478,251.352,251.32,251.563,251.548,251.258,250.653,250.38
251.286,251.38,251.421,251.377,251.082,250.815,251.077,251.247,251.226,251.108,250.841,250.855,251.029,251.468,251.488,251.172,250.823,251.144,251.359,251.084,250.76,250.865,251.309,251.664,251.384
251.193,251.295,251.338,251.307,250.905,250.662,250.924,251.102,251.094,250.955,250.745,250.769,250.814,251.384,251.311,251.092,250.753,250.979,251.232,250.913,250.67,250.701,251.193,251.594,251.297
251.466,251.295,251.197,251.015,251.062,251.361,250.781,250.66,251.046,251.233,251.354,251.121,251.11,250.88,251.526,251.769,251.228,251.016,250.936,251.162,251.243,251.233,251.042,250.855,251.101
251.616,251.222,251.056,251.242,251.039,251.391,251.459,251.64,251.536,251.237,251.279,251.588,251.661,251.385,249.797,249.882,251.574,251.479,251.359,251.327,251.564,251.546,251.258,250.648,250.375
251.468,251.301,251.201,251.037,251.083,251.374,250.797,250.674,251.077,251.24,251.352,251.127,251.111,250.897,251.525,251.77,251.228,251.025,250.961,251.158,251.241,251.232,251.056,250.868,251.107
251.466,251.291,251.192,251.031,251.077,251.372,250.789,250.666,251.075,251.238,251.352,251.127,251.109,250.895,251.515,251.768,251.222,251.023,250.959,251.15,251.24,251.227,251.054,250.867,251.098
251.15,251.251,251.299,251.267,250.816,250.555,250.91,251.035,251.065,250.891,250.716,250.736,250.746,251.341,251.22,251.055,250.711,250.906,251.158,250.82,250.632,250.678,251.162,251.562,251.217
251.475,251.338,251.225,251.052,251.094,251.41,250.857,250.703,251.135,251.228,251.36,251.137,251.112,250.903,251.54,251.766,251.226,251.035,250.973,251.191,251.232,251.241,251.071,250.886,251.126
251.482,251.345,251.204,251.042,251.036,251.434,250.827,250.65,251.144,251.215,251.325,251.069,251.139,250.921,251.582,251.732,251.242,251.002,250.956,251.166,251.202,251.263,251.03,250.821,251.127
251.149,251.251,251.298,251.267,250.826,250.565,250.909,251.025,251.065,250.896,250.715,250.736,250.736,251.34,251.23,251.054,250.71,250.896,251.148,250.83,250.631,250.678,251.162,251.562,251.222
251.472,251.336,251.223,251.041,251.083,251.408,250.855,250.702,251.132,251.218,251.358,251.135,251.112,250.892,251.529,251.764,251.226,251.032,250.962,251.189,251.231,251.24,251.069,250.883,251.116
251.482,251.345,251.199,251.037,251.048,251.434,250.819,250.637,251.144,251.221,251.331,251.071,251.139,250.921,251.582,251.738,251.242,250.993,250.963,251.173,251.208,251.263,251.022,250.822,251.122
